lag,M_kernel
507.0,3.946880282554354e-06
508.0,3.86872681666037e-06
509.0,3.792120893076764e-06
510.0,3.7170318684126737e-06
511.0,3.6434297060570274e-06
512.0,3.5712849641635215e-06
513.0,3.500568783873448e-06
514.0,3.431252877771797e-06
515.0,3.363309518571897e-06
516.0,3.296711528024157e-06
517.0,3.2314322660443664e-06
518.0,3.167445620057331e-06
519.0,3.1047259945514847e-06
520.0,3.043248300840363e-06
521.0,2.982987947026762e-06
522.0,2.9239208281656752e-06
523.0,2.86602331662198e-06
524.0,2.809272252619093e-06
525.0,2.753644934974716e-06
526.0,2.6991191120200844e-06
527.0,2.645672972698995e-06
528.0,2.593285137843091e-06
529.0,2.541934651619925e-06
530.0,2.4916009731503204e-06
531.0,2.4422639682917656e-06
532.0,2.393903901584477e-06
533.0,2.3465014283569706e-06
534.0,2.30003758698791e-06
535.0,2.254493791321221e-06
536.0,2.2098518232313747e-06
537.0,2.1660938253359085e-06
538.0,2.123202293852213e-06
539.0,2.0811600715958e-06
540.0,2.0399503411171922e-06
541.0,1.999556617974736e-06
542.0,1.9599627441405793e-06
543.0,1.921152881537264e-06
544.0,1.8831115057022737e-06
545.0,1.845823399578056e-06
546.0,1.809273647424976e-06
547.0,1.7734476288548363e-06
548.0,1.7383310129825192e-06
549.0,1.7039097526934541e-06
550.0,1.670170079024566e-06
551.0,1.637098495656519e-06
552.0,1.6046817735150053e-06
553.0,1.5729069454789375e-06
554.0,1.5417613011934362e-06
555.0,1.5112323819855034e-06
556.0,1.4813079758803988e-06
557.0,1.45197611271668e-06
558.0,1.4232250593579902e-06
559.0,1.3950433149996306e-06
560.0,1.3674196065680965e-06
561.0,1.3403428842116916e-06
562.0,1.3138023168804505e-06
563.0,1.2877872879935594e-06
564.0,1.2622873911925919e-06
565.0,1.2372924261788223e-06
566.0,1.2127923946329786e-06
567.0,1.188777496215769e-06
568.0,1.1652381246476235e-06
569.0,1.1421648638660505e-06
570.0,1.119548484259094e-06
571.0,1.0973799389733532e-06
572.0,1.0756503602951294e-06
573.0,1.0543510561032177e-06
574.0,1.0334735063919507e-06
575.0,1.0130093598630711e-06
576.0,9.929504305851082e-07
577.0,9.732886947188948e-07
578.0,9.540162873079232e-07
579.0,9.351254991322629e-07
580.0,9.166087736247618e-07
581.0,8.98458703848324e-07
582.0,8.806680295330328e-07
583.0,8.632296341719535e-07
584.0,8.46136542174425e-07
585.0,8.293819160757371e-07
586.0,8.12959053802051e-07
587.0,7.968613859894859e-07
588.0,7.810824733562767e-07
589.0,7.656160041269817e-07
590.0,7.504557915076858e-07
591.0,7.355957712112049e-07
592.0,7.210299990312829e-07
593.0,7.067526484648349e-07
594.0,6.927580083812657e-07
595.0,6.79040480737947e-07
596.0,6.655945783409174e-07
597.0,6.524149226499367e-07
598.0,6.394962416269964e-07
599.0,6.268333676274385e-07
600.0,6.14421235332821e-07
601.0,6.022548797247291e-07
602.0,5.903294340986992e-07
603.0,5.786401281174718e-07
604.0,5.67182285902797e-07
605.0,5.559513241650146e-07
606.0,5.449427503696814e-07
607.0,5.341521609404953e-07
608.0,5.235752394978102e-07
609.0,5.132077551320204e-07
610.0,5.030455607111448e-07
611.0,4.930845912219163e-07
612.0,4.833208621437263e-07
613.0,4.737504678547579e-07
614.0,4.6436958006968856e-07
615.0,4.551744463083231e-07
616.0,4.4616138839455554e-07
617.0,4.3732680098504346e-07
618.0,4.286671501270272e-07
619.0,4.201789718446992e-07
620.0,4.118588707535708e-07
621.0,4.0370351870226866e-07
622.0,3.9570965344123286e-07
623.0,3.8787407731777183e-07
624.0,3.801936559969619e-07
625.0,3.726653172078671e-07
626.0,3.6528604951459266e-07
627.0,3.580529011116696e-07
628.0,3.509629786432929e-07
629.0,3.4401344604594294e-07
630.0,3.3720152341391847e-07
631.0,3.305244858873398e-07
632.0,3.239796625621674e-07
633.0,3.175644354218069e-07
634.0,3.11276238289864e-07
635.0,3.0511255580364227e-07
636.0,2.9907092240796304e-07
637.0,2.931489213689131e-07
638.0,2.873441838071151e-07
639.0,2.8165438775014674e-07
640.0,2.7607725720371986e-07
641.0,2.7061056124125424e-07
642.0,2.6525211311147394e-07
643.0,2.599997693636803e-07
644.0,2.548514289903414e-07
645.0,2.498050325866635e-07
646.0,2.4485856152679843e-07
647.0,2.400100371563685e-07
648.0,2.352575200009771e-07
649.0,2.305991089903953e-07
650.0,2.2603294069810543e-07
651.0,2.2155718859590755e-07
652.0,2.1717006232328327e-07
653.0,2.128698069712273e-07
654.0,2.0865470238026222e-07
655.0,2.0452306245234897e-07
656.0,2.004732344764272e-07
657.0,1.9650359846730773e-07
658.0,1.9261256651765851e-07
659.0,1.887985821628181e-07
660.0,1.8506011975819084e-07
661.0,1.8139568386896764e-07
662.0,1.7780380867193375e-07
663.0,1.742830573691177e-07
664.0,1.7083202161305436e-07
665.0,1.6744932094342662e-07
666.0,1.641336022348639e-07
667.0,1.6088353915567237e-07
668.0,1.5769783163728552e-07
669.0,1.5457520535421914e-07
670.0,1.515144112143249e-07
671.0,1.4851422485913553e-07
672.0,1.4557344617410583e-07
673.0,1.426908988085507e-07
674.0,1.3986542970508993e-07
675.0,1.3709590863840845e-07
676.0,1.3438122776315214e-07
677.0,1.317203011707747e-07
678.0,1.2911206445515945e-07
679.0,1.2655547428684361e-07
680.0,1.2404950799567134e-07
681.0,1.2159316316171283e-07
682.0,1.191854572142826e-07
683.0,1.1682542703889889e-07
684.0,1.145121285920239e-07
685.0,1.1224463652343443e-07
686.0,1.1002204380606924e-07
687.0,1.0784346137320685e-07
688.0,1.0570801776282569e-07
689.0,1.0361485876900873e-07
690.0,1.0156314710024903e-07
691.0,9.955206204452297e-08
692.0,9.758079914099323e-08
693.0,9.56485698582146e-08
694.0,9.375460127871032e-08
695.0,9.189813578979572e-08
696.0,9.007843078052185e-08
697.0,8.829475834462194e-08
698.0,8.654640498933887e-08
699.0,8.483267135001915e-08
700.0,8.31528719103568e-08
701.0,8.150633472817833e-08
702.0,7.989240116665673e-08
703.0,7.83104256308479e-08
704.0,7.675977530944447e-08
705.0,7.523982992164214e-08
706.0,7.374998146901957e-08
707.0,7.228963399233066e-08
708.0,7.085820333311346e-08
709.0,6.945511690001816e-08
710.0,6.807981343976342e-08
711.0,6.673174281262743e-08
712.0,6.541036577238503e-08
713.0,6.411515375060144e-08
714.0,6.28455886451982e-08
715.0,6.160116261320527e-08
716.0,6.038137786761752e-08
717.0,5.918574647827261e-08
718.0,5.80137901766728e-08
719.0,5.686504016467108e-08
720.0,5.573903692694596e-08
721.0,5.46353300471887e-08
722.0,5.355347802793109e-08
723.0,5.249304811394046e-08
724.0,5.1453616119112124e-08
725.0,5.0434766256788804e-08
726.0,4.943609097344072e-08
727.0,4.845719078563868e-08
728.0,4.7497674120255294e-08
729.0,4.655715715783087e-08
730.0,4.563526367903994e-08
731.0,4.473162491419893e-08
732.0,4.3845879395753135e-08
733.0,4.297767281368524e-08
734.0,4.212665787378609e-08
735.0,4.129249415873272e-08
736.0,4.04748479919167e-08
737.0,3.9673392303969353e-08
738.0,3.8887806501929214e-08
739.0,3.8117776341000846e-08
740.0,3.7362993798852604e-08
741.0,3.6623156952403866e-08
742.0,3.589796985705135e-08
743.0,3.518714242828764e-08
744.0,3.449039032566334e-08
745.0,3.380743483904737e-08
746.0,3.313800277713882e-08
747.0,3.248182635818706e-08
748.0,3.1838643102875315e-08
749.0,3.1208195729325665e-08
750.0,3.059023205018258e-08
751.0,2.9984504871734765e-08
752.0,2.9390771895034365e-08
753.0,2.8808795618974118e-08
754.0,2.823834324528391e-08
755.0,2.7679186585408073e-08
756.0,2.713110196922714e-08
757.0,2.659387015558671e-08
758.0,2.6067276244598217e-08
759.0,2.555110959167588e-08
760.0,2.5045163723276222e-08
761.0,2.4549236254305793e-08
762.0,2.4063128807164648e-08
763.0,2.3586646932392363e-08
764.0,2.3119600030885855e-08
765.0,2.26618012776571e-08
766.0,2.2213067547100834e-08
767.0,2.1773219339741586e-08
768.0,2.1342080710431698e-08
769.0,2.0919479197970818e-08
770.0,2.050524575611927e-08
771.0,2.0099214685977092e-08
772.0,1.9701223569702406e-08
773.0,1.931111320554205e-08
774.0,1.8928727544148887e-08
775.0,1.8553913626159786e-08
776.0,1.8186521521009958e-08
777.0,1.7826404266958722e-08
778.0,1.7473417812302797e-08
779.0,1.7127420957753835e-08
780.0,1.6788275299956634e-08
781.0,1.6455845176126068e-08
782.0,1.612999760978012e-08
783.0,1.581060225754761e-08
784.0,1.5497531357028967e-08
785.0,1.519065967568964e-08
786.0,1.4889864460765389e-08
787.0,1.4595025390159645e-08
788.0,1.4306024524312902e-08
789.0,1.4022746259025416e-08
790.0,1.374507727921396e-08
791.0,1.3472906513584356e-08
792.0,1.3206125090201332e-08
793.0,1.2944626292938407e-08
794.0,1.2688305518789953e-08
795.0,1.2437060236028695e-08
796.0,1.2190789943191536e-08
797.0,1.1949396128877681e-08
798.0,1.1712782232342766e-08
799.0,1.148085360487332e-08
800.0,1.1253517471925913e-08
801.0,1.1030682896016174e-08
802.0,1.0812260740342578e-08
803.0,1.0598163633130515e-08
804.0,1.0388305932682435e-08
805.0,1.0182603693119987e-08
806.0,9.980974630804683e-09
807.0,9.783338091423136e-09
808.0,9.589615017724404e-09
809.0,9.399727917896002e-09
810.0,9.213600834566135e-09
811.0,9.031159314419743e-09
812.0,8.852330378416181e-09
813.0,8.6770424925966e-09
814.0,8.505225539469533e-09
815.0,8.336810789962772e-09
816.0,8.171730875930956e-09
817.0,8.009919763207376e-09
818.0,7.851312725189432e-09
819.0,7.69584631694713e-09
820.0,7.543458349844258e-09
821.0,7.394087866662086e-09
822.0,7.2476751172157565e-09
823.0,7.104161534453269e-09
824.0,6.96348971102798e-09
825.0,6.82560337633487e-09
826.0,6.690447374001552e-09
827.0,6.557967639824989e-09
828.0,6.42811118014509e-09
829.0,6.300826050646541e-09
830.0,6.176061335580363e-09
831.0,6.053767127397022e-09
832.0,5.93389450678261e-09
833.0,5.816395523090561e-09
834.0,5.701223175160721e-09
835.0,5.588331392518268e-09
836.0,5.477675016944901e-09
837.0,5.369209784414953e-09
838.0,5.26289230738917e-09
839.0,5.1586800574591945e-09
840.0,5.0565313483355204e-09
841.0,4.956405319172498e-09
842.0,4.8582619182234295e-09
843.0,4.76206188681934e-09
844.0,4.667766743664984e-09
845.0,4.575338769445812e-09
846.0,4.484740991739733e-09
847.0,4.39593717022771e-09
848.0,4.308891782197055e-09
849.0,4.223570008331936e-09
850.0,4.139937718785167e-09
851.0,4.057961459525818e-09
852.0,3.977608438957152e-09
853.0,3.898846514799556e-09
854.0,3.821644181233194e-09
855.0,3.7459705562952454e-09
856.0,3.6717953695267695e-09
857.0,3.599088949864028e-09
858.0,3.5278222137697247e-09
859.0,3.4579666535991865e-09
860.0,3.3894943261969243e-09
861.0,3.3223778417190014e-09
862.0,3.256590352676727e-09
863.0,3.1921055431972967e-09
864.0,3.1288976184971307e-09
865.0,3.0669412945635554e-09
866.0,3.006211788040901e-09
867.0,2.946684806316821e-09
868.0,2.8883365378049223e-09
869.0,2.831143642419813e-09
870.0,2.7750832422407564e-09
871.0,2.72013291236019e-09
872.0,2.6662706719135e-09
873.0,2.613474975286325e-09
874.0,2.561724703496062e-09
875.0,2.510999155743982e-09
876.0,2.461278041134635e-09
877.0,2.4125414705592198e-09
878.0,2.3647699487396765e-09
879.0,2.317944366430316e-09
880.0,2.272045992773856e-09
881.0,2.227056467808864e-09
882.0,2.1829577951254782e-09
883.0,2.1397323346666344e-09
884.0,2.097362795671802e-09
885.0,2.0558322297604486e-09
886.0,2.015124024152461e-09
887.0,1.9752218950228132e-09
888.0,1.9361098809878105e-09
889.0,1.8977723367203524e-09
890.0,1.8601939266915512e-09
891.0,1.823359619036343e-09
892.0,1.7872546795405348e-09
893.0,1.751864665746923e-09
894.0,1.717175421178117e-09
895.0,1.6831730696737597e-09
896.0,1.6498440098398732e-09
897.0,1.6171749096081417e-09
898.0,1.585152700902873e-09
899.0,1.5537645744136167e-09
900.0,1.522997974471263e-09
901.0,1.492840594025608e-09
902.0,1.4632803697223702e-09
903.0,1.4343054770776864e-09
904.0,1.4059043257481615e-09
905.0,1.3780655548945718e-09
906.0,1.3507780286373977e-09
907.0,1.324030831602292e-09
908.0,1.297813264553807e-09
909.0,1.2721148401155513e-09
910.0,1.246925278575099e-09
911.0,1.2222345037719688e-09
912.0,1.1980326390670247e-09
913.0,1.1743100033916848e-09
914.0,1.1510571073753813e-09
915.0,1.1282646495496606e-09
916.0,1.105923512627489e-09
917.0,1.0840247598562119e-09
918.0,1.0625596314427334e-09
919.0,1.0415195410494825e-09
920.0,1.0208960723597638e-09
921.0,1.0006809757111146e-09
922.0,9.808661647953445e-10
923.0,9.614437134238823e-10
924.0,9.4240585235721e-10
925.0,9.237449661970594e-10
926.0,9.054535903401516e-10
927.0,8.875244079922554e-10
928.0,8.699502472413725e-10
929.0,8.527240781888775e-10
930.0,8.358390101374609e-10
931.0,8.19288288834771e-10
932.0,8.030652937716048e-10
933.0,7.87163535533627e-10
934.0,7.715766532055165e-10
935.0,7.562984118265141e-10
936.0,7.413226998963554e-10
937.0,7.266435269305897e-10
938.0,7.122550210643034e-10
939.0,6.981514267033056e-10
940.0,6.843271022217988e-10
941.0,6.707765177056638e-10
942.0,6.574942527404172e-10
943.0,6.444749942429737e-10
944.0,6.317135343363417e-10
945.0,6.192047682664039e-10
946.0,6.069436923599441e-10
947.0,5.949254020231208e-10
948.0,5.831450897795513e-10
949.0,5.715980433472653e-10
950.0,5.602796437537268e-10
951.0,5.491853634881847e-10
952.0,5.38310764690607e-10
953.0,5.276514973764782e-10
954.0,5.17203297696747e-10
955.0,5.069619862322287e-10
956.0,4.969234663217883e-10
957.0,4.870837224236112e-10
958.0,4.774388185089398e-10
959.0,4.679848964876077e-10
960.0,4.587181746647524e-10
961.0,4.49634946228087e-10
962.0,4.4073157776512533e-10
963.0,4.320045078097676e-10
964.0,4.234502454176721e-10
965.0,4.1506536876982237e-10
966.0,4.068465238037592e-10
967.0,3.987904228719101e-10
968.0,3.908938434264864e-10
969.0,3.8315362673042067e-10
970.0,3.7556667659383027e-10
971.0,3.681299581354985e-10
972.0,3.6084049656888715e-10
973.0,3.5369537601217413e-10
974.0,3.4669173832186717e-10
975.0,3.398267819495071e-10
976.0,3.3309776082101105e-10
977.0,3.265019832382061e-10
978.0,3.200368108021142e-10
979.0,3.136996573575575e-10
980.0,3.074879879586606e-10
981.0,3.013993178548428e-10
982.0,2.9543121149687813e-10
983.0,2.895812815626475e-10
984.0,2.8384718800217715e-10
985.0,2.782266371015873e-10
986.0,2.7271738056557604e-10
987.0,2.6731721461807124e-10
988.0,2.6202397912068983e-10
989.0,2.5683555670865717e-10
990.0,2.517498719438278e-10
991.0,2.467648904844857e-10
992.0,2.418786182715797e-10
993.0,2.3708910073107363e-10
994.0,2.3239442199209018e-10
995.0,2.2779270412053713e-10
996.0,2.23282106367908e-10
997.0,2.1886082443496136e-10
998.0,2.145270897499719e-10
999.0,2.1027916876128178e-10
